x,y,z,obj_class
-4.465765915024047,-1.1803787039723304,3.933749106382124,A
-11.595113898732713,-4.049155438745423,-7.647153605424485,A
-13.658096030485229,-7.48624417464929,3.526735390303081,B
11.604269139452764,6.281875669082035,4.782030684043313,A
-0.14761531392540045,1.227243258605626,-20.026283817567307,B
14.085948012644096,13.133971787299929,34.5262446878855,B
2.2880323941946723,6.392166696793526,26.721939201307457,B
-8.154232849490825,1.271469183122783,-14.29833019843536,B
-9.120396489096619,-4.41957805036524,22.581003104515645,B
7.870877221958985,2.4497515467137005,4.8548683183511265,A
-7.321614291965851,-1.1709125323690852,-3.153611912201245,B
4.492167361185356,-0.9264026160307743,-17.279778663382306,A
2.9645560249690206,3.051749730099721,-22.377418024667243,B
23.767107873590682,12.049166761215938,-6.993859460739587,A
8.125174980669426,1.190648596225206,-35.98915792574819,A
-6.14281787906799,-4.614864403591724,-20.389668512595094,A
9.660681298102041,0.6897552914941603,-18.08975818725607,B
-6.122312691913691,0.22848348002821028,-13.747194870632127,B
9.320791856989963,8.249271173013613,-18.241103017329237,B
-8.253986855138486,-2.051265851588279,-32.58628647444388,B
11.621016145396283,8.787946093699686,-3.8478326037772743,B
10.629256472615845,3.454185077945545,20.411033679800703,A
9.047572683607877,7.12001031357844,6.851401674467137,B
18.447207791749573,7.385454779960607,54.37398357585805,B
-4.856375780143496,-3.4642012559901323,-10.092167170398525,A
-11.46180357867999,-3.5143588845421894,39.43345965858795,B
15.222305047556553,7.510935617455141,-29.61893678252171,A
21.618444090858567,15.295692551348754,29.015401534486458,B
-7.583241212624565,-3.7342846520834687,-24.547547893537548,A
-4.714905999340465,-3.9175853606372204,21.514642120121895,A
-8.571635797278212,-5.183789320931994,9.512760124070493,A
9.638420579769054,5.566364591560875,21.455050618925668,A
-3.9088529817915765,-0.31452949579453726,-12.580551213638076,A
2.797779104127817,3.0372618816035857,-13.545791802058629,B
-3.8900036335233983,1.124885092608784,20.444039917886165,A
-6.620362750510061,-3.3365563935487614,-26.985093781978797,A
-6.121180174587312,-0.5832815810448634,7.365828335940399,B
-4.130903598576776,2.1291986088083847,-1.4987475131035306,B
10.411764439648373,6.161461729870504,-6.6784623636311355,B
-4.812648616632234,-2.373766388310172,-7.665576468910142,A
-15.505923324071482,-5.256724082052184,-13.501252828536401,B
2.2576371929733825,-0.6435173223879715,11.793786578652075,A
20.458877526297243,14.47328966303204,6.726010984519172,B
7.99389173253042,7.921235437600718,16.852281200133994,A
-0.5947632130280801,-1.2677950526642834,36.56320557289419,A
-20.206808212615975,-6.854912200408904,-27.79884316160157,A
2.6810010040487238,1.1221659556398205,-22.585328016256767,A
-0.03339831557567884,5.013201516070539,23.545959116669874,B
1.555234625225088,1.029072474080801,-10.814928499733096,B
1.46384521123357,2.2926853629658583,11.017412892814594,B
15.285744938586582,5.092671873848511,3.384211609433142,B
-5.014739943378521,-3.2851981345518033,-0.25359915014873774,A
-12.937128027830687,-2.972015408141134,-16.032725309874422,B
8.08576299941475,6.003530664735775,3.857207065101628,B
-14.082254239978187,-4.226810737034944,-11.318946101161194,A
-4.9732164053167125,1.0072182114095654,0.9364392614856756,A
-2.7024838486424363,-5.217140929680754,-10.850640978612327,A
5.166058279698912,4.587059478521512,23.076772854217165,A
19.833802654850402,15.28355102360186,-28.23469291210049,A
